,OrderID,Payment_Date,Order_Date,outstanding_amount,order_amount,payment_amount,Delay_Days,Days_30,Days_60,Days_90,Days_120,Days_More_Than_120,prob_30,prob_60,prob_90,prob_120,prob_more_than_120
1773,16255,2012-04-12,2012-02-05,0.0,114572,114572.0,67.0,0,0,1,0,0,,,0.0,,
1774,16256,2012-05-26,2012-03-29,0.0,54471,54471.0,58.0,0,1,0,0,0,,0.0,,,
1775,16257,2012-05-08,2012-04-08,0.0,55838,55838.0,30.0,1,0,0,0,0,0.0,,,,
1776,16258,2012-08-15,2012-05-07,0.0,38047,38047.0,100.0,0,0,0,1,0,,,,0.0,
1777,16259,2012-08-22,2012-06-14,0.0,112739,112739.0,69.0,0,0,1,0,0,,,0.0,,
1778,16260,2012-09-17,2012-07-21,0.0,76529,76529.0,58.0,0,1,0,0,0,,0.0,,,
1779,16261,2012-10-05,2012-08-11,0.0,96250,96250.0,55.0,0,1,0,0,0,,0.0,,,
1780,16262,2012-11-10,2012-09-19,0.0,102491,102491.0,52.0,0,1,0,0,0,,0.0,,,
1781,16263,2012-12-20,2012-10-26,0.0,70435,70435.0,55.0,0,1,0,0,0,,0.0,,,
1782,16264,2012-12-04,2012-11-01,0.0,93270,93270.0,33.0,0,1,0,0,0,,0.0,,,
1783,16265,2013-02-25,2012-12-29,0.0,95436,95436.0,58.0,0,1,0,0,0,,0.0,,,
1784,16266,2013-03-10,2013-01-13,0.0,111000,111000.0,56.0,0,1,0,0,0,,0.0,,,
1785,16267,2013-04-18,2013-02-25,0.0,62996,62996.0,52.0,0,1,0,0,0,,0.0,,,
1786,16268,2013-05-23,2013-03-22,0.0,58104,58104.0,62.0,0,0,1,0,0,,,0.0,,
1787,16269,2013-06-10,2013-04-17,0.0,94034,94034.0,54.0,0,1,0,0,0,,0.0,,,
1788,16270,2013-07-10,2013-05-23,0.0,78909,78909.0,48.0,0,1,0,0,0,,0.0,,,
1789,16271,2013-08-05,2013-06-01,0.0,43633,43633.0,65.0,0,0,1,0,0,,,0.0,,
1790,16272,2013-09-14,2013-07-12,0.0,122439,122439.0,64.0,0,0,1,0,0,,,0.0,,
1791,16273,2013-10-15,2013-08-19,0.0,48832,48832.0,57.0,0,1,0,0,0,,0.0,,,
1792,16274,2013-11-16,2013-09-25,0.0,111008,111008.0,52.0,0,1,0,0,0,,0.0,,,
1793,16275,2013-12-01,2013-10-11,0.0,95743,95743.0,51.0,0,1,0,0,0,,0.0,,,
1794,16276,2014-01-05,2013-11-07,0.0,73852,73852.0,59.0,0,1,0,0,0,,0.0,,,
1795,16277,2014-02-13,2013-12-14,0.0,82323,82323.0,61.0,0,0,1,0,0,,,0.0,,
1796,16278,2014-03-01,2014-01-13,0.0,39280,39280.0,47.0,0,1,0,0,0,,0.0,,,
1797,16279,2014-03-27,2014-02-14,0.0,115860,115860.0,41.0,0,1,0,0,0,,0.0,,,
1798,16280,2014-05-06,2014-03-14,0.0,48767,48767.0,53.0,0,1,0,0,0,,0.0,,,
1799,16281,2014-05-21,2014-04-13,0.0,102794,102794.0,38.0,0,1,0,0,0,,0.0,,,
1800,16282,2014-07-04,2014-05-14,0.0,77839,77839.0,51.0,0,1,0,0,0,,0.0,,,
1801,16283,2014-08-02,2014-06-08,0.0,53316,53316.0,55.0,0,1,0,0,0,,0.0,,,
1802,16284,2014-09-27,2014-07-21,0.0,46167,46167.0,68.0,0,0,1,0,0,,,0.0,,
1803,16285,2014-09-14,2014-08-08,0.0,77272,77272.0,37.0,0,1,0,0,0,,0.0,,,
1804,16286,2014-10-31,2014-09-25,0.0,39669,39669.0,36.0,0,1,0,0,0,,0.0,,,
1805,16287,2014-12-08,2014-10-08,0.0,52773,52773.0,61.0,0,0,1,0,0,,,0.0,,
1806,16288,2014-12-30,2014-11-04,0.0,87706,87706.0,56.0,0,1,0,0,0,,0.0,,,
1807,16289,2015-01-31,2014-12-21,0.0,48746,48746.0,41.0,0,1,0,0,0,,0.0,,,
1808,16290,2015-03-23,2015-01-24,0.0,60548,60548.0,58.0,0,1,0,0,0,,0.0,,,
1809,16291,2015-04-16,2015-02-18,0.0,105655,105655.0,57.0,0,1,0,0,0,,0.0,,,
1810,16292,2015-04-30,2015-03-11,0.0,62728,62728.0,50.0,0,1,0,0,0,,0.0,,,
1811,16293,2015-06-24,2015-04-22,0.0,113369,113369.0,63.0,0,0,1,0,0,,,0.0,,
1812,16294,2015-07-05,2015-05-22,0.0,48337,48337.0,44.0,0,1,0,0,0,,0.0,,,
1813,16295,2015-08-21,2015-06-22,0.0,31748,31748.0,60.0,0,1,0,0,0,,0.0,,,
1814,16296,2015-08-20,2015-07-09,0.0,92577,92577.0,42.0,0,1,0,0,0,,0.0,,,
1815,16297,2015-10-25,2015-08-20,0.0,38592,38592.0,66.0,0,0,1,0,0,,,0.0,,
1816,16298,2015-11-03,2015-09-15,0.0,35552,35552.0,49.0,0,1,0,0,0,,0.0,,,
1817,16299,2015-12-12,2015-10-06,0.0,110743,110743.0,67.0,0,0,1,0,0,,,0.0,,
1818,16300,2016-01-14,2015-11-09,0.0,57000,57000.0,66.0,0,0,1,0,0,,,0.0,,
1819,16301,2016-02-10,2015-12-11,0.0,49408,49408.0,61.0,0,0,1,0,0,,,0.0,,
1820,16302,2016-04-13,2016-01-14,0.0,34372,34372.0,90.0,0,0,1,0,0,,,0.0,,
1821,16303,2016-05-10,2016-02-06,0.0,65252,65252.0,94.0,0,0,0,1,0,,,,0.0,
1822,16304,2016-06-13,2016-03-24,0.0,116875,116875.0,81.0,0,0,1,0,0,,,0.0,,
1823,16305,2016-06-26,2016-04-12,0.0,95499,95499.0,75.0,0,0,1,0,0,,,0.0,,
1824,16306,2016-06-22,2016-05-04,0.0,53558,53558.0,49.0,0,1,0,0,0,,0.0,,,
1825,16307,2016-07-30,2016-06-07,0.0,37721,37721.0,53.0,0,1,0,0,0,,0.0,,,
1826,16308,2016-09-02,2016-07-09,0.0,89691,89691.0,55.0,0,1,0,0,0,,0.0,,,
1827,16309,2016-10-27,2016-08-22,0.0,87245,87245.0,66.0,0,0,1,0,0,,,0.0,,
1828,16310,2016-11-18,2016-09-22,0.0,77820,77820.0,57.0,0,1,0,0,0,,0.0,,,
1829,16311,2016-12-13,2016-10-18,0.0,39369,39369.0,56.0,0,1,0,0,0,,0.0,,,
1830,16312,2016-12-23,2016-11-05,0.0,64617,64617.0,48.0,0,1,0,0,0,,0.0,,,
1831,16313,2017-02-02,2016-12-24,0.0,119321,119321.0,40.0,0,1,0,0,0,,0.0,,,
1832,16314,2017-03-15,2017-01-19,0.0,102057,102057.0,55.0,0,1,0,0,0,,0.0,,,
1833,16315,2017-05-10,2017-02-20,0.0,76537,76537.0,79.0,0,0,1,0,0,,,0.0,,
1834,16316,2017-05-03,2017-03-02,0.0,90822,90822.0,62.0,0,0,1,0,0,,,0.0,,
1835,16317,2017-07-08,2017-04-25,0.0,94384,94384.0,74.0,0,0,1,0,0,,,0.0,,
1836,16318,2017-06-24,2017-05-02,0.0,107189,107189.0,53.0,0,1,0,0,0,,0.0,,,
1837,16319,2017-07-14,2017-06-10,0.0,55331,55331.0,34.0,0,1,0,0,0,,0.0,,,
1838,16320,2017-08-19,2017-07-01,0.0,97456,97456.0,49.0,0,1,0,0,0,,0.0,,,
1839,16321,2017-09-16,2017-08-09,0.0,75903,75903.0,38.0,0,1,0,0,0,,0.0,,,
1840,16322,2017-11-11,2017-09-20,0.0,94900,94900.0,52.0,0,1,0,0,0,,0.0,,,
1841,16323,2017-12-23,2017-10-23,0.0,84722,84722.0,61.0,0,0,1,0,0,,,0.0,,
1842,16324,2017-12-31,2017-11-10,0.0,76860,76860.0,51.0,0,1,0,0,0,,0.0,,,
1843,16325,2018-02-20,2017-12-14,0.0,78530,78530.0,68.0,0,0,1,0,0,,,0.0,,
1844,16326,2018-03-16,2018-01-22,0.0,112064,112064.0,53.0,0,1,0,0,0,,0.0,,,
1845,16327,2018-04-11,2018-02-19,0.0,36777,36777.0,51.0,0,1,0,0,0,,0.0,,,
1846,16328,2018-03-30,2018-03-04,0.0,55650,55650.0,26.0,1,0,0,0,0,0.0,,,,
1847,16329,2018-06-11,2018-04-25,0.0,99936,99936.0,47.0,0,1,0,0,0,,0.0,,,
1848,16330,2018-06-26,2018-05-20,0.0,35270,35270.0,37.0,0,1,0,0,0,,0.0,,,
1849,16331,2018-08-08,2018-06-22,0.0,54378,54378.0,47.0,0,1,0,0,0,,0.0,,,
1850,16332,2018-09-03,2018-07-20,0.0,93433,93433.0,45.0,0,1,0,0,0,,0.0,,,
1851,16333,2018-11-07,2018-08-23,0.0,45305,45305.0,76.0,0,0,1,0,0,,,0.0,,
1852,16334,2018-10-29,2018-09-02,0.0,78669,78669.0,57.0,0,1,0,0,0,,0.0,,,
1853,16335,2019-02-04,2018-10-26,0.0,37012,37012.0,101.0,0,0,0,1,0,,,,0.0,
1854,16336,2019-02-25,2018-11-17,0.0,57377,57377.0,100.0,0,0,0,1,0,,,,0.0,
1855,16337,2099-01-01,2018-12-16,39483.0,39483,0.0,29236.0,0,0,0,0,1,,,,,1.0
1856,16338,2099-01-01,2019-01-07,112082.0,112082,0.0,29214.0,0,0,0,0,1,,,,,1.0
1857,16339,2099-01-01,2019-02-17,97617.0,97617,0.0,29173.0,0,0,0,0,1,,,,,1.0
1858,16340,2099-01-01,2019-03-12,70477.0,70477,0.0,29150.0,0,0,0,0,1,,,,,1.0
1859,16396,2009-06-14,2009-04-07,0.0,318374,318374.0,68.0,0,0,1,0,0,,,0.0,,
1860,16397,2009-08-15,2009-05-27,0.0,338005,338005.0,80.0,0,0,1,0,0,,,0.0,,
1861,16398,2009-08-04,2009-06-05,0.0,210071,210071.0,60.0,0,1,0,0,0,,0.0,,,
1862,16399,2009-09-09,2009-07-21,0.0,337783,337783.0,50.0,0,1,0,0,0,,0.0,,,
1863,16400,2009-10-17,2009-08-25,0.0,190013,190013.0,53.0,0,1,0,0,0,,0.0,,,
1864,16401,2009-11-27,2009-09-29,0.0,284032,284032.0,59.0,0,1,0,0,0,,0.0,,,
1865,16402,2009-12-07,2009-10-18,0.0,193095,193095.0,50.0,0,1,0,0,0,,0.0,,,
1866,16403,2010-01-31,2009-11-26,0.0,234317,234317.0,66.0,0,0,1,0,0,,,0.0,,
1867,16404,2010-02-01,2009-12-05,0.0,254728,254728.0,58.0,0,1,0,0,0,,0.0,,,
1868,16405,2010-04-03,2010-01-26,0.0,149889,149889.0,67.0,0,0,1,0,0,,,0.0,,
1869,16406,2010-04-19,2010-02-21,0.0,201857,201857.0,57.0,0,1,0,0,0,,0.0,,,
1870,16407,2010-04-29,2010-03-08,0.0,333212,333212.0,52.0,0,1,0,0,0,,0.0,,,
1871,16408,2010-06-07,2010-04-01,0.0,196214,196214.0,67.0,0,0,1,0,0,,,0.0,,
1872,16409,2010-07-24,2010-05-13,0.0,108934,108934.0,72.0,0,0,1,0,0,,,0.0,,
1873,16410,2010-08-19,2010-06-25,0.0,209708,209708.0,55.0,0,1,0,0,0,,0.0,,,
1874,16411,2010-09-28,2010-07-05,0.0,306954,306954.0,85.0,0,0,1,0,0,,,0.0,,
1875,16412,2010-10-09,2010-08-15,0.0,150786,150786.0,55.0,0,1,0,0,0,,0.0,,,
1876,16413,2010-11-20,2010-09-19,0.0,342191,342191.0,62.0,0,0,1,0,0,,,0.0,,
1877,16414,2010-12-03,2010-10-08,0.0,275967,275967.0,56.0,0,1,0,0,0,,0.0,,,
1878,16415,2011-01-17,2010-11-26,0.0,204526,204526.0,52.0,0,1,0,0,0,,0.0,,,
1879,16416,2011-02-15,2010-12-30,0.0,338001,338001.0,47.0,0,1,0,0,0,,0.0,,,
1880,16417,2011-03-19,2011-01-28,0.0,162008,162008.0,50.0,0,1,0,0,0,,0.0,,,
1881,16418,2011-04-15,2011-02-12,0.0,226630,226630.0,62.0,0,0,1,0,0,,,0.0,,
1882,16419,2011-05-07,2011-03-12,0.0,187068,187068.0,56.0,0,1,0,0,0,,0.0,,,
1883,16420,2011-06-16,2011-04-07,0.0,276413,276413.0,70.0,0,0,1,0,0,,,0.0,,
1884,16421,2011-07-09,2011-05-21,0.0,154597,154597.0,49.0,0,1,0,0,0,,0.0,,,
1885,16422,2011-08-07,2011-06-01,0.0,158816,158816.0,67.0,0,0,1,0,0,,,0.0,,
1886,16423,2011-09-15,2011-07-15,0.0,213998,213998.0,62.0,0,0,1,0,0,,,0.0,,
1887,16424,2011-10-22,2011-08-21,0.0,109476,109476.0,62.0,0,0,1,0,0,,,0.0,,
1888,16425,2011-10-28,2011-09-11,0.0,101563,101563.0,47.0,0,1,0,0,0,,0.0,,,
1889,16426,2011-12-03,2011-10-10,0.0,330351,330351.0,54.0,0,1,0,0,0,,0.0,,,
1890,16427,2012-01-24,2011-11-14,0.0,94152,94152.0,71.0,0,0,1,0,0,,,0.0,,
1891,16428,2012-02-05,2011-11-30,0.0,205971,205971.0,67.0,0,0,1,0,0,,,0.0,,
1892,16429,2012-03-23,2012-01-12,0.0,331143,331143.0,71.0,0,0,1,0,0,,,0.0,,
1893,16430,2012-04-02,2012-02-09,0.0,349896,349896.0,53.0,0,1,0,0,0,,0.0,,,
1894,16431,2012-05-17,2012-03-17,0.0,142591,142591.0,61.0,0,0,1,0,0,,,0.0,,
1895,16432,2012-06-19,2012-04-25,0.0,157029,157029.0,55.0,0,1,0,0,0,,0.0,,,
1896,16433,2012-07-21,2012-05-29,0.0,117999,117999.0,53.0,0,1,0,0,0,,0.0,,,
1897,16434,2012-08-15,2012-06-22,0.0,247260,247260.0,54.0,0,1,0,0,0,,0.0,,,
1898,16435,2012-09-13,2012-07-14,0.0,207081,207081.0,61.0,0,0,1,0,0,,,0.0,,
1899,16436,2012-10-16,2012-08-14,0.0,239475,239475.0,63.0,0,0,1,0,0,,,0.0,,
1900,16437,2012-11-07,2012-09-09,0.0,254477,254477.0,59.0,0,1,0,0,0,,0.0,,,
1901,16438,2012-12-17,2012-10-17,0.0,219809,219809.0,61.0,0,0,1,0,0,,,0.0,,
1902,16439,2012-12-25,2012-11-03,0.0,256837,256837.0,52.0,0,1,0,0,0,,0.0,,,
1903,16440,2013-02-03,2012-12-20,0.0,243832,243832.0,45.0,0,1,0,0,0,,0.0,,,
1904,16441,2013-03-10,2013-01-13,0.0,264239,264239.0,56.0,0,1,0,0,0,,0.0,,,
1905,16442,2013-04-28,2013-02-17,0.0,220681,220681.0,70.0,0,0,1,0,0,,,0.0,,
1906,16443,2013-04-24,2013-03-08,0.0,208087,208087.0,47.0,0,1,0,0,0,,0.0,,,
1907,16444,2013-06-18,2013-04-22,0.0,331680,331680.0,57.0,0,1,0,0,0,,0.0,,,
1908,16445,2013-07-07,2013-05-06,0.0,113259,113259.0,62.0,0,0,1,0,0,,,0.0,,
1909,16446,2013-08-04,2013-06-15,0.0,188628,188628.0,50.0,0,1,0,0,0,,0.0,,,
1910,16447,2013-09-22,2013-07-15,0.0,210709,210709.0,69.0,0,0,1,0,0,,,0.0,,
1911,16448,2013-10-02,2013-08-03,0.0,181319,181319.0,60.0,0,1,0,0,0,,0.0,,,
1912,16449,2013-10-29,2013-09-09,0.0,306838,306838.0,50.0,0,1,0,0,0,,0.0,,,
1913,16450,2014-01-02,2013-10-30,0.0,296610,296610.0,64.0,0,0,1,0,0,,,0.0,,
1914,16451,2014-01-18,2013-11-14,0.0,206248,206248.0,65.0,0,0,1,0,0,,,0.0,,
1915,16452,2014-01-24,2013-12-03,0.0,227349,227349.0,52.0,0,1,0,0,0,,0.0,,,
1916,16453,2014-03-25,2014-01-23,0.0,96623,96623.0,61.0,0,0,1,0,0,,,0.0,,
1917,16454,2014-04-16,2014-02-15,0.0,263533,263533.0,60.0,0,1,0,0,0,,0.0,,,
1918,16455,2014-05-06,2014-03-20,0.0,222360,222360.0,47.0,0,1,0,0,0,,0.0,,,
1919,16456,2014-06-04,2014-04-17,0.0,221767,221767.0,48.0,0,1,0,0,0,,0.0,,,
1920,16457,2014-07-08,2014-05-10,0.0,290181,290181.0,59.0,0,1,0,0,0,,0.0,,,
1921,16458,2014-07-17,2014-06-04,0.0,270057,270057.0,43.0,0,1,0,0,0,,0.0,,,
1922,16459,2014-09-11,2014-07-13,0.0,263066,263066.0,60.0,0,1,0,0,0,,0.0,,,
1923,16460,2014-10-02,2014-08-11,0.0,215366,215366.0,52.0,0,1,0,0,0,,0.0,,,
1924,16461,2014-11-04,2014-09-08,0.0,117697,117697.0,57.0,0,1,0,0,0,,0.0,,,
1925,16462,2014-12-20,2014-10-12,0.0,202877,202877.0,69.0,0,0,1,0,0,,,0.0,,
1926,16463,2015-02-05,2014-11-26,0.0,156707,156707.0,71.0,0,0,1,0,0,,,0.0,,
1927,16464,2015-02-02,2014-12-09,0.0,145704,145704.0,55.0,0,1,0,0,0,,0.0,,,
1928,16465,2015-03-27,2014-12-31,0.0,216649,216649.0,86.0,0,0,1,0,0,,,0.0,,
1929,16466,2015-04-27,2015-02-02,0.0,288203,288203.0,84.0,0,0,1,0,0,,,0.0,,
1930,16467,2015-05-20,2015-03-26,0.0,208950,208950.0,55.0,0,1,0,0,0,,0.0,,,
1931,16468,2015-06-24,2015-04-12,0.0,307810,307810.0,73.0,0,0,1,0,0,,,0.0,,
1932,16469,2015-07-03,2015-05-20,0.0,170924,170924.0,44.0,0,1,0,0,0,,0.0,,,
1933,16470,2015-08-15,2015-06-19,0.0,155686,155686.0,57.0,0,1,0,0,0,,0.0,,,
1934,16471,2015-09-21,2015-07-16,0.0,150480,150480.0,67.0,0,0,1,0,0,,,0.0,,
1935,16472,2015-10-08,2015-08-05,0.0,112102,112102.0,64.0,0,0,1,0,0,,,0.0,,
1936,16473,2015-12-29,2015-09-06,0.0,119280,119280.0,114.0,0,0,0,1,0,,,,0.0,
1937,16474,2016-01-03,2015-10-18,0.0,344057,344057.0,77.0,0,0,1,0,0,,,0.0,,
1938,16475,2016-03-11,2015-11-24,0.0,146983,146983.0,108.0,0,0,0,1,0,,,,0.0,
1939,16476,2016-03-12,2015-12-04,0.0,206247,206247.0,99.0,0,0,0,1,0,,,,0.0,
1940,16477,2016-04-24,2016-01-11,0.0,101427,101427.0,104.0,0,0,0,1,0,,,,0.0,
1941,16478,2016-06-27,2016-02-28,0.0,177719,177719.0,120.0,0,0,0,1,0,,,,0.0,
1942,16479,2016-06-30,2016-03-16,0.0,323570,323570.0,106.0,0,0,0,1,0,,,,0.0,
1943,16480,2016-07-28,2016-03-31,0.0,239745,239745.0,119.0,0,0,0,1,0,,,,0.0,
1944,16481,2016-09-15,2016-05-26,168120.0,188168,20048.0,112.0,0,0,0,1,0,,,,0.8934569108456273,
1945,16482,2099-01-01,2016-06-10,212873.0,212873,0.0,30155.0,0,0,0,0,1,,,,,1.0
1946,16483,2016-11-14,2016-07-22,0.0,319605,319605.0,115.0,0,0,0,1,0,,,,0.0,
1947,16484,2016-11-20,2016-08-11,0.0,208583,208583.0,101.0,0,0,0,1,0,,,,0.0,
1948,16485,2017-01-22,2016-09-28,0.0,190998,190998.0,116.0,0,0,0,1,0,,,,0.0,
1949,16486,2017-01-23,2016-10-22,0.0,201840,201840.0,93.0,0,0,0,1,0,,,,0.0,
1950,16487,2017-03-02,2016-11-09,0.0,154237,154237.0,113.0,0,0,0,1,0,,,,0.0,
1951,16488,2017-04-17,2016-12-27,0.0,218604,218604.0,111.0,0,0,0,1,0,,,,0.0,
1952,16489,2017-04-28,2017-01-19,0.0,315207,315207.0,99.0,0,0,0,1,0,,,,0.0,
1953,16490,2017-07-02,2017-02-22,0.0,290748,290748.0,130.0,0,0,0,0,1,,,,,0.0
1954,16491,2017-06-28,2017-03-19,0.0,223205,223205.0,101.0,0,0,0,1,0,,,,0.0,
1955,16492,2017-08-02,2017-04-06,0.0,226217,226217.0,118.0,0,0,0,1,0,,,,0.0,
1956,16493,2017-09-11,2017-05-22,0.0,294590,294590.0,112.0,0,0,0,1,0,,,,0.0,
1957,16494,2017-10-17,2017-06-15,0.0,206715,206715.0,124.0,0,0,0,0,1,,,,,0.0
1958,16495,2017-10-25,2017-07-16,0.0,268654,268654.0,101.0,0,0,0,1,0,,,,0.0,
1959,16496,2017-12-01,2017-08-02,214791.0,225213,10422.0,121.0,0,0,0,0,1,,,,,0.9537238081283052
1960,16497,2018-01-01,2017-09-07,195131.0,212696,17565.0,116.0,0,0,0,1,0,,,,0.9174173468236356,
1961,16498,2018-02-14,2017-10-15,0.0,280089,280089.0,122.0,0,0,0,0,1,,,,,0.0
1962,16499,2018-02-22,2017-11-16,0.0,216196,216196.0,98.0,0,0,0,1,0,,,,0.0,
1963,16500,2018-03-13,2017-12-07,0.0,274009,274009.0,96.0,0,0,0,1,0,,,,0.0,
1964,16501,2018-03-31,2018-01-29,0.0,329105,329105.0,61.0,0,0,1,0,0,,,0.0,,
1965,16502,2018-05-12,2018-02-19,0.0,146981,146981.0,82.0,0,0,1,0,0,,,0.0,,
1966,16503,2018-06-03,2018-02-28,0.0,169632,169632.0,95.0,0,0,0,1,0,,,,0.0,
1967,16504,2018-08-16,2018-04-22,0.0,223173,223173.0,116.0,0,0,0,1,0,,,,0.0,
1968,16505,2018-09-03,2018-05-11,0.0,160975,160975.0,115.0,0,0,0,1,0,,,,0.0,
1969,16506,2018-10-05,2018-06-24,0.0,187283,187283.0,103.0,0,0,0,1,0,,,,0.0,
1970,16507,2018-10-21,2018-07-03,0.0,213132,213132.0,110.0,0,0,0,1,0,,,,0.0,
1971,16508,2018-12-06,2018-08-27,0.0,227609,227609.0,101.0,0,0,0,1,0,,,,0.0,
1972,16509,2019-01-18,2018-09-22,0.0,211091,211091.0,118.0,0,0,0,1,0,,,,0.0,
1973,16510,2019-02-07,2018-10-27,0.0,104778,104778.0,103.0,0,0,0,1,0,,,,0.0,
1974,16511,2019-03-14,2018-11-26,0.0,248835,248835.0,108.0,0,0,0,1,0,,,,0.0,
1975,16512,2099-01-01,2018-12-16,102660.0,102660,0.0,29236.0,0,0,0,0,1,,,,,1.0
1976,16513,2099-01-01,2019-01-26,333646.0,333646,0.0,29195.0,0,0,0,0,1,,,,,1.0
1977,16514,2099-01-01,2019-02-25,201754.0,201754,0.0,29165.0,0,0,0,0,1,,,,,1.0
1978,16515,2099-01-01,2019-03-01,216714.0,216714,0.0,29161.0,0,0,0,0,1,,,,,1.0
1979,16664,2009-07-22,2009-04-28,0.0,1907183,1907183.0,85.0,0,0,1,0,0,,,0.0,,
1980,16665,2009-07-10,2009-05-22,0.0,1795571,1795571.0,49.0,0,1,0,0,0,,0.0,,,
1981,16666,2009-09-15,2009-06-16,0.0,954384,954384.0,91.0,0,0,0,1,0,,,,0.0,
1982,16667,2009-09-05,2009-07-26,0.0,2007031,2007031.0,41.0,0,1,0,0,0,,0.0,,,
1983,16668,2009-09-16,2009-08-12,0.0,1814227,1814227.0,35.0,0,1,0,0,0,,0.0,,,
1984,16669,2009-10-28,2009-09-07,0.0,1906951,1906951.0,51.0,0,1,0,0,0,,0.0,,,
1985,16670,2009-11-24,2009-10-15,0.0,698814,698814.0,40.0,0,1,0,0,0,,0.0,,,
1986,16671,2010-01-09,2009-11-20,0.0,1552861,1552861.0,50.0,0,1,0,0,0,,0.0,,,
1987,16672,2009-12-23,2009-12-01,0.0,1194166,1194166.0,22.0,1,0,0,0,0,0.0,,,,
1988,16673,2010-03-01,2010-01-10,0.0,575623,575623.0,50.0,0,1,0,0,0,,0.0,,,
1989,16674,2010-03-15,2010-01-31,0.0,1095065,1095065.0,43.0,0,1,0,0,0,,0.0,,,
1990,16675,2010-05-01,2010-03-03,0.0,1905374,1905374.0,59.0,0,1,0,0,0,,0.0,,,
1991,16676,2010-05-25,2010-04-16,0.0,931642,931642.0,39.0,0,1,0,0,0,,0.0,,,
1992,16677,2010-06-16,2010-05-12,0.0,747226,747226.0,35.0,0,1,0,0,0,,0.0,,,
1993,16678,2010-07-24,2010-06-12,0.0,1003570,1003570.0,42.0,0,1,0,0,0,,0.0,,,
1994,16679,2010-09-15,2010-07-22,0.0,1902684,1902684.0,55.0,0,1,0,0,0,,0.0,,,
1995,16680,2010-10-05,2010-08-24,0.0,704081,704081.0,42.0,0,1,0,0,0,,0.0,,,
1996,16681,2010-10-20,2010-09-08,0.0,1797665,1797665.0,42.0,0,1,0,0,0,,0.0,,,
1997,16682,2010-11-18,2010-10-07,0.0,1606383,1606383.0,42.0,0,1,0,0,0,,0.0,,,
1998,16683,2010-12-13,2010-11-01,0.0,783554,783554.0,42.0,0,1,0,0,0,,0.0,,,
1999,16684,2011-02-07,2010-12-07,0.0,1975161,1975161.0,62.0,0,0,1,0,0,,,0.0,,
2000,16685,2011-03-02,2011-01-30,0.0,1497628,1497628.0,31.0,0,1,0,0,0,,0.0,,,
2001,16686,2011-03-18,2011-02-19,0.0,1540087,1540087.0,27.0,1,0,0,0,0,0.0,,,,
2002,16687,2011-05-02,2011-03-15,0.0,958029,958029.0,48.0,0,1,0,0,0,,0.0,,,
2003,16688,2011-05-21,2011-04-02,0.0,1971626,1971626.0,49.0,0,1,0,0,0,,0.0,,,
2004,16689,2011-07-21,2011-05-26,0.0,610836,610836.0,56.0,0,1,0,0,0,,0.0,,,
2005,16690,2011-08-01,2011-06-14,0.0,1060313,1060313.0,48.0,0,1,0,0,0,,0.0,,,
2006,16691,2011-09-02,2011-07-19,0.0,739582,739582.0,45.0,0,1,0,0,0,,0.0,,,
2007,16692,2011-12-01,2011-08-20,0.0,641999,641999.0,103.0,0,0,0,1,0,,,,0.0,
2008,16693,2011-12-29,2011-09-11,104194.0,602199,498005.0,109.0,0,0,0,1,0,,,,0.17302253906100806,
2009,16694,2012-02-11,2011-10-28,0.0,1904691,1904691.0,106.0,0,0,0,1,0,,,,0.0,
2010,16695,2012-02-04,2011-11-10,588186.0,639131,50945.0,86.0,0,0,1,0,0,,,0.9202902065460759,,
2011,16696,2012-04-07,2011-12-10,294461.0,1016028,721567.0,119.0,0,0,0,1,0,,,,0.2898158318471538,
2012,16697,2012-04-24,2012-01-05,664622.0,1779204,1114582.0,110.0,0,0,0,1,0,,,,0.37355019435657744,
2013,16698,2012-06-03,2012-02-26,498840.0,2061003,1562163.0,98.0,0,0,0,1,0,,,,0.2420374933952061,
2014,16699,2012-07-10,2012-03-28,273522.0,1007002,733480.0,104.0,0,0,0,1,0,,,,0.2716201159481312,
2015,16700,2012-08-06,2012-04-17,329461.0,986694,657233.0,111.0,0,0,0,1,0,,,,0.33390392563449256,
2016,16798,2009-05-30,2009-04-10,0.0,1741988,1741988.0,50.0,0,1,0,0,0,,0.0,,,
2017,16799,2009-06-28,2009-05-08,0.0,1731193,1731193.0,51.0,0,1,0,0,0,,0.0,,,
2018,16800,2009-08-19,2009-06-23,0.0,825252,825252.0,57.0,0,1,0,0,0,,0.0,,,
2019,16801,2009-09-05,2009-07-18,0.0,1667221,1667221.0,49.0,0,1,0,0,0,,0.0,,,
2020,16802,2009-10-20,2009-08-26,0.0,1815073,1815073.0,55.0,0,1,0,0,0,,0.0,,,
2021,16803,2009-11-16,2009-09-24,0.0,1707467,1707467.0,53.0,0,1,0,0,0,,0.0,,,
2022,16804,2009-12-02,2009-10-08,0.0,901439,901439.0,55.0,0,1,0,0,0,,0.0,,,
2023,16805,2009-12-26,2009-11-03,0.0,1387292,1387292.0,53.0,0,1,0,0,0,,0.0,,,
2024,16806,2010-01-30,2009-12-01,0.0,1135670,1135670.0,60.0,0,1,0,0,0,,0.0,,,
2025,16807,2010-02-20,2010-01-01,0.0,620464,620464.0,50.0,0,1,0,0,0,,0.0,,,
2026,16808,2010-05-03,2010-02-21,0.0,991527,991527.0,71.0,0,0,1,0,0,,,0.0,,
